id	kind	width	lines	ja	ko
M10250.0	help	34	10	{C:10b}兵士にすることができる人口{C:32b}です。⏎都市の人口が多くても、金が豊富に⏎あっても、兵役人口が０だと徴兵で⏎きません。⏎⏎兵役人口は、季節ごとに（{C:10b}１、４、⏎７、10月{C:32b}）{C:10b}民心{C:32b}の値によって増えま⏎す。多くの兵士を得るには、人口と⏎同様に民心の値を高く保たねばなら⏎ないのです。	{C:10b}병사로 삼을 수 있는 인구{C:32b}입니다.⏎도시 인구가 많아도, 금이 넉넉해도⏎병역인구가 0이면 징병하지 못합니다.⏎⏎병역인구는 계절마다({C:10b}1, 4, 7, 10월{C:32b})⏎{C:10b}민심{C:32b} 값에 따라 늘어납니다. 병사를⏎많이 얻으려면 인구와 마찬가지로⏎민심 값도 높게 유지해야 합니다.
M10251.0	label	16	1	兵士	병사
M10252.0	help	34	4	部隊や施設の兵士の数です。⏎部隊の強さに影響します。⏎部隊の兵士が０になると、部隊は壊⏎滅します。	부대나 시설의 병사 수입니다.⏎부대의 전력에 영향을 줍니다.⏎병사가 0이 되면 부대는 괴멸합니다.
M10253.0	label	16	1	兵法	병법
M10254.0	help	34	7	武将が持つ能力です。⏎{C:10b}歩兵系、騎兵系、弓騎系、弩兵系、⏎攻城系、水軍系、知識系、謀略系、⏎策略系{C:32b}の９種類があります。⏎⏎同系統の兵法の熟練を上げると、新⏎しい兵法を覚えることがあります。	무장이 가진 능력입니다.⏎{C:10b}보병계, 기병계, 궁기계, 노병계,⏎공성계, 수군계, 지식계, 모략계,⏎책략계{C:32b}의 9종류가 있습니다.⏎⏎같은 계통 병법의 숙련을 올리면⏎새로운 병법을 익히기도 합니다.
M10255.0	label	16	1	俸禄	녹봉
M10256.0	help	34	6	武将の給料です。⏎{C:10b}毎旬{C:32b}（上旬、中旬、下旬）、配下武⏎将に対して金を支払います。⏎武将の爵位が高いほど、多くの金を⏎支払います。俸禄が払えないと武将⏎の忠誠が下がります。	무장의 급료입니다.⏎{C:10b}매 순{C:32b}(상순, 중순, 하순) 부하⏎무장에게 금을 지급합니다.⏎무장의 작위가 높을수록 많은 금을⏎지급합니다. 녹봉을 지급하지 못하면⏎무장의 충성이 떨어집니다.
M10257.0	label	16	1	歩兵	보병
M10258.0	help	34	3	通常攻撃を行う兵士です⏎兵法に騎兵系、弩兵系を入れていな⏎い武将はすべて歩兵扱いとなります	일반 공격을 하는 병사입니다.⏎병법에 기병계, 노병계를 넣지 않은⏎무장은 모두 보병으로 취급됩니다.
M10259.0	label	16	1	歩兵系兵法	보병계 병법
M10260.0	help	34	9	一般的な攻撃用兵法です。⏎{C:10b}施設には発動しない{C:32b}ため、迎撃向け⏎と言えるでしょう。⏎「{C:10b}奮戦{C:32b}」、「{C:10b}奮闘{C:32b}」、「{C:10b}奮迅{C:32b}」の３⏎種類があります。⏎⏎歩兵系兵法の熟練は、「{C:10b}訓練{C:32b}」を実⏎行するか、同じ部隊の誰かが歩兵系⏎兵法を発動したときに上がります。	일반적인 공격용 병법입니다.⏎{C:10b}시설에는 발동하지 않아{C:32b} 요격에⏎알맞다고 할 수 있습니다.⏎「{C:10b}분전{C:32b}」, 「{C:10b}분투{C:32b}」, 「{C:10b}분신{C:32b}」의⏎3종류가 있습니다.⏎⏎보병계 병법의 숙련은 「{C:10b}훈련{C:32b}」을⏎실행하거나, 같은 부대의 누군가가⏎보병계 병법을 발동했을 때 오릅니다.
M10261.0	label	16	1	捕虜	포로
M10262.0	help	34	13	所属する部隊が壊滅したり、守って⏎いた施設が破壊されたときに、捕ら⏎えられた武将です。⏎⏎捕虜武将の処遇は以下の３通りです。⏎①「{C:10b}登用{C:32b}」で配下武将にする⏎②「{C:10b}処断{C:32b}」で死亡させる⏎③「{C:10b}追放{C:32b}」で解放する⏎　（元勢力の配下武将に戻ります）⏎⏎また、「{C:10b}没収{C:32b}」でアイテムを取り上⏎げることもできます。その場合「{C:10b}登⏎用{C:32b}」することは難しくなります。	소속 부대가 괴멸하거나, 지키던⏎시설이 파괴되었을 때 사로잡힌⏎무장입니다.⏎⏎포로의 처우는 다음 3가지입니다.⏎①「{C:10b}등용{C:32b}」하여 부하로 삼는다⏎②「{C:10b}처단{C:32b}」하여 죽인다⏎③「{C:10b}추방{C:32b}」하여 해방한다⏎　(원래 세력의 부하로 돌아갑니다)⏎⏎또한 「{C:10b}몰수{C:32b}」로 아이템을 빼앗을⏎수도 있지만, 그러면 「{C:10b}등용{C:32b}」하기⏎어려워집니다.
M10263.0	msg	10	1	ま行	목록7
M10264.0	label	16	1	水罠	물덫
M10265.0	help	34	11	敵部隊を激流で襲います。⏎⏎{C:9b}【発動までの手順】{C:32b}⏎　１．兵法が「{C:10b}罠{C:32b}」（謀略系兵法）の⏎　　　武将を、部隊に編成⏎　２．水上で敵部隊に接近⏎⏎{C:9b}【成功時の効果】{C:32b}⏎　{U:F0CD}謀略系兵法の熟練、知力経験⏎　{U:F0CE}敵部隊の兵士⏎　　（＋混乱）	적 부대를 격류로 덮칩니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 모략계 병법 「{C:10b}덫{C:32b}」을 설정한⏎　　 무장을 부대에 편성⏎　2. 수상에서 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}모략계 병법의 숙련, 지력 경험⏎　{U:F0CE}적 부대의 병사⏎　　(＋혼란)
M10266.0	label	16	1	港	항
M10267.0	help	34	6	水上の要所です。⏎川は{C:10b}港を経由してのみ{C:32b}、渡ることが⏎できます。⏎部隊が入ると毎ターン、負傷兵が少⏎しずつ回復します。⏎「{C:10b}建設{C:32b}」することはできません。	수상의 요충지입니다.⏎강은 {C:10b}항을 거쳐야만{C:32b} 건널 수⏎있습니다.⏎부대가 들어가면 매 턴 부상병이⏎조금씩 회복됩니다.⏎「{C:10b}건설{C:32b}」로 지을 수는 없습니다.
M10268.0	label	16	1	未発見	미발견
M10269.0	help	34	7	大陸には{C:10b}人材{C:32b}や{C:10b}アイテム{C:32b}がたくさん⏎埋もれており、その状態を未発見と⏎呼びます。⏎人材やアイテムのある場所は、軍師⏎が教えてくれることがあります。⏎「{C:10b}探索{C:32b}」を行うと、それらを見つけ⏎ることができます。	대륙에는 {C:10b}인재{C:32b}와 {C:10b}아이템{C:32b}이 많이⏎묻혀 있는데, 이 상태를 미발견이라⏎부릅니다.⏎인재나 아이템이 있는 곳은 군사가⏎알려 주기도 합니다.⏎「{C:10b}탐색{C:32b}」을 하면 그것들을 찾아낼 수⏎있습니다.
M10270.0	label	16	1	身分	신분
M10271.0	help	34	3	武将の身分です。⏎{C:10b}君主、都督、軍師、一般、在野、捕⏎虜{C:32b}があります。	무장의 신분입니다.⏎{C:10b}군주, 도독, 군사, 일반, 재야,⏎포로{C:32b}가 있습니다.
M10272.0	label	16	1	メッセージ	메시지
M10273.0	help	34	6	環境設定で、メッセージが切り替わ⏎る時間を調節できます。⏎メッセージの表示時間には⏎{C:10b}短い{C:32b}、{C:10b}普通{C:32b}、{C:10b}一時停止{C:32b}があります。⏎一時停止にした場合、ボタンを押す⏎まで、メッセージが進みません。	환경설정에서 메시지가 넘어가는⏎시간을 조절할 수 있습니다.⏎메시지 표시 시간에는⏎{C:10b}짧게{C:32b}, {C:10b}보통{C:32b}, {C:10b}일시정지{C:32b}가 있습니다.⏎일시정지로 설정하면 버튼을 누를⏎때까지 메시지가 넘어가지 않습니다.
M10274.0	label	16	1	蒙衝	몽충
M10275.0	help	34	10	{C:10b}直接攻撃に適した{C:32b}小型船です。⏎兵法「{C:10b}蒙衝{C:32b}」を習得している武将が⏎部隊にいると、編成できます。⏎水上戦や、港の{C:10b}耐久{C:32b}を減らすのに絶⏎大な威力を発揮します。⏎ただし、守備力は低めです。⏎⏎交戦時には兵法「{C:10b}強襲{C:32b}」を自動的に⏎発動することがあります（出陣時に⏎選んだ兵法に関わらず）。	{C:10b}직접 공격에 적합한{C:32b} 소형선입니다.⏎병법 「{C:10b}몽충{C:32b}」을 습득한 무장이⏎부대에 있으면 편성할 수 있습니다.⏎수상전이나 항의 {C:10b}내구{C:32b}를 깎는 데⏎막강한 위력을 발휘합니다.⏎다만 수비력은 낮은 편입니다.⏎⏎교전할 때는 출진 시 고른 병법과⏎상관없이 병법 「{C:10b}강습{C:32b}」을 자동으로⏎발동하기도 합니다.
M10276.0	msg	10	1	や行	목록8
M10277.0	label	16	1	矢嵐	난사
M10278.0	help	36	13	船が「{C:10b}楼船{C:32b}」「{C:10b}闘艦{C:32b}」のときに発動⏎する兵法です。水上では、出陣時に⏎選んだ兵法とは別に、それぞれの{C:10b}船⏎特有{C:32b}の兵法が自動的に発動します。⏎⏎{C:9b}【発動までの手順】{C:32b}⏎　１．船を「{C:10b}楼船{C:32b}」「{C:10b}闘艦{C:32b}」で出陣⏎　２．船で敵部隊に接近（間接攻撃可）⏎⏎{C:9b}【成功時の効果】{C:32b}⏎　{U:F0CD}水軍系兵法の熟練、武力経験⏎　{U:F0CE}敵部隊の兵士⏎　{U:F0CE}敵武将の健康（狙撃時）	배가 「{C:10b}누선{C:32b}」이나 「{C:10b}투함{C:32b}」일 때⏎발동하는 병법입니다. 수상에서는⏎출진 시 선택한 병법과 별도로 {C:10b}배마다⏎고유한{C:32b} 병법이 자동으로 발동합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 「{C:10b}누선{C:32b}」이나 「{C:10b}투함{C:32b}」으로 출진⏎　2. 적 부대에 접근(간접 공격 가능)⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}수군계 병법의 숙련, 무력 경험⏎　{U:F0CE}적 부대의 병사⏎　{U:F0CE}적 무장의 건강(저격 시)
M10279.0	label	16	1	櫓	노
M10280.0	help	34	7	守兵の攻撃が有利に働く建物です。⏎{C:10b}射台{C:32b}が設置されており、射程が伸び⏎ます。また、兵法「{C:10b}連射{C:32b}」を発動す⏎ることがあります。⏎部隊が入ると毎ターン、負傷兵が少⏎しずつ回復します。⏎「{C:10b}建設{C:32b}」で建てられます。	수비병의 공격에 유리한 건물입니다.⏎{C:10b}사대{C:32b}가 설치되어 있어 사정거리가⏎늘어납니다. 또한 병법 「{C:10b}연사{C:32b}」를⏎발동하기도 합니다.⏎부대가 들어가면 매 턴 부상병이⏎조금씩 회복됩니다.⏎「{C:10b}건설{C:32b}」로 지을 수 있습니다.
M10281.0	label	16	1	矢雨	시우
M10282.0	help	36	13	船が「{C:10b}走舸{C:32b}」のときに発動する兵法⏎です。水上では、出陣時に選んだ兵⏎法とは別に、それぞれの{C:10b}船特有{C:32b}の兵⏎法が自動的に発動します。⏎⏎{C:9b}【発動までの手順】{C:32b}⏎　１．船を「{C:10b}走舸{C:32b}」で出陣⏎　２．船で敵部隊に接近（間接攻撃可）⏎⏎{C:9b}【成功時の効果】{C:32b}⏎　{U:F0CD}水軍系兵法の熟練、武力経験⏎　{U:F0CE}敵部隊の兵士⏎　{U:F0CE}敵武将の健康（狙撃時）	배가 「{C:10b}주가{C:32b}」일 때 발동하는⏎병법입니다. 수상에서는 출진할 때⏎선택한 병법과 별도로 {C:10b}배마다 고유한{C:32b}⏎병법이 자동으로 발동합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 배를 「{C:10b}주가{C:32b}」로 골라 출진⏎　2. 적 부대에 접근(간접 공격 가능)⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}수군계 병법의 숙련, 무력 경험⏎　{U:F0CE}적 부대의 병사⏎　{U:F0CE}적 무장의 건강(저격 시)
M10283.0	label	16	1	野望	야망
M10284.0	help	34	7	武将の野心の高さです。⏎ゲーム中は確認できませんが、それ⏎ぞれの武将に設定されています。⏎⏎野望が高い武将は、謀反を起こして⏎勢力から独立したり、空白都市で旗⏎揚げしたりすることがあります。	무장이 품은 야심의 크기입니다.⏎게임 중에는 확인할 수 없지만, 무장⏎각자에게 설정되어 있습니다.⏎⏎야망이 높은 무장은 모반을 일으켜⏎세력에서 독립하거나, 빈 도시에서⏎거병하기도 합니다.
M10285.0	label	16	1	友好	우호
M10286.0	help	34	12	他勢力との友好関係を表す度合いで⏎す。「{C:10b}信頼{C:32b}」に近づくほど関係が良⏎くなり、外交交渉などが成功しやす⏎くなります。⏎逆に「{C:10b}険悪{C:32b}」に近づくほど関係が悪⏎化し、戦争が起こりやすくなります。⏎⏎友好は「{C:10b}贈呈{C:32b}」などを行うことで上⏎げられます。⏎⏎{C:9b}【良い】　　　　　　　　【悪い】{C:32b}⏎　{C:10b}信頼{C:32b}→好意→中立→不和→{C:10b}険悪{C:32b}	타세력과의 우호 정도를 나타냅니다.⏎「{C:10b}신뢰{C:32b}」에 가까울수록 관계가⏎좋아지고, 외교 교섭 등이 성공하기⏎쉬워집니다.⏎반대로 「{C:10b}험악{C:32b}」에 가까울수록⏎관계가 나빠지고, 전쟁이 일어나기⏎쉬워집니다.⏎⏎우호는 「{C:10b}증정{C:32b}」 등으로 올릴 수⏎있습니다.⏎⏎{C:9b}【좋음】　　　　　　　　【나쁨】{C:32b}⏎　{C:10b}신뢰{C:32b}→호의→중립→불화→{C:10b}험악{C:32b}
M10287.0	label	16	1	弓騎	궁기
M10288.0	help	34	9	騎兵系の兵法です⏎この兵法を選ぶと、その武将は騎⏎兵扱いとなります⏎ただし、間接攻撃も可能です⏎⏎{C:9b}【兵法の効果】{C:32b}⏎最強の弓騎攻撃を行います⏎敵武将を狙撃することもあります⏎混乱しやすいという欠点があります	기병계 병법입니다.⏎이 병법을 고른 무장은 기병으로⏎취급됩니다.⏎단, 간접 공격도 가능합니다.⏎⏎{C:9b}【병법 효과】{C:32b}⏎최강의 궁기 공격을 합니다.⏎적 무장을 저격하기도 합니다.⏎혼란에 빠지기 쉽다는 결점이⏎있습니다.
M10289.0	label	16	1	妖術	요술
M10290.0	help	34	12	周囲の敵{C:10b}複数{C:32b}部隊に術をかけて、兵⏎士の{C:10b}士気を大幅に減少{C:32b}させ、逃走を⏎誘います。⏎⏎{C:9b}【発動までの手順】{C:32b}⏎　１．兵法が「{C:10b}妖術{C:32b}」（策略系兵法）⏎　　　の武将を、部隊に編成⏎　２．敵部隊に接近⏎⏎{C:9b}【成功時の効果】{C:32b}⏎　{U:F0CD}策略系兵法の熟練、知力経験⏎　{U:F0CE}敵部隊の兵士、士気	주위의 {C:10b}여러{C:32b} 적 부대에 술법을 걸어⏎병사의 {C:10b}사기를 크게 떨어뜨리고{C:32b}⏎도주를 유도합니다.⏎⏎{C:9b}【발동 방법】{C:32b}⏎　1. 책략계 병법 「{C:10b}요술{C:32b}」을 설정한⏎　　 무장을 부대에 편성⏎　2. 적 부대에 접근⏎⏎{C:9b}【성공 시 효과】{C:32b}⏎　{U:F0CD}책략계 병법의 숙련, 지력 경험⏎　{U:F0CE}적 부대의 병사, 사기
M10291.0	msg	10	1	ら行	목록9
M10292.0	label	16	1	落石	낙석
M10293.0	help	34	7	施設の特性の１つで、施設の上から⏎岩を落とします。⏎{C:10b}城塞{C:32b}や一部の{C:10b}都市・関{C:32b}の守兵が実行⏎し、{C:10b}広範囲にわたって被害を与える{C:32b}⏎ことができます。⏎岩は高い地形から低い地形に向かっ⏎て転がります。	시설 특성 중 하나로, 시설 위에서⏎바위를 떨어뜨립니다.⏎{C:10b}성채{C:32b}나 일부 {C:10b}도시・관{C:32b}의 수비병이⏎사용하며, {C:10b}광범위한 피해를 줄{C:32b} 수⏎있습니다.⏎바위는 높은 지형에서 낮은 지형으로⏎굴러갑니다.
M10294.0	label	16	1	冷静	냉정
M10295.0	help	34	6	４種類ある性格（猪突、剛胆、冷静、⏎慎重）の１つで、{C:10b}沈着冷静な行動{C:32b}を⏎取ります。⏎⏎命令に従って行動しますが、やや危⏎険を避ける傾向があります。	성격 4가지(저돌, 대담, 냉정, 신중)⏎중 하나로, {C:10b}침착하고 냉정한 행동{C:32b}을⏎취합니다.⏎⏎명령대로 행동하지만, 위험을 다소⏎피하려는 경향이 있습니다.
